track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,yaw_rad,heading_rad,length,width,ax,ay,v_lon,v_lat,a_lon,a_lat,bbox_x_center,bbox_y_center,bbox_width,bbox_height
1,0,0.0,motorcycle,31.378727740867568,24.664811033024606,-3.344627862650695,1.0552600172321334,2.858849314766712,2.858849314766712,1.5532630963888174,0.7057890044247372,0.17233901814793606,-1.0473541873050551,3.506233176809201,-0.08023810460481962,-0.4576985740542824,0.9576865594495434,966956,-2159548,244463.86154016887,293790.7881800013
1,1,100.10010010010011,motorcycle,31.029632258365567,24.767255892749517,-3.3248485659057785,0.9523670220450036,2.8698531239827787,2.8860835295388196,1.5532630963888174,0.7057890044247372,0.19254394321495638,-1.0317916549965533,3.4584672377986303,-0.025005918461309395,-0.46241929030648654,0.9422502795657512,920135,-2159048,246534.47173533158,295537.41597398533
1,2,200.20020020020021,motorcycle,30.685250560930704,24.86556345858085,-3.2961629385853985,0.856333990795928,2.878323591218942,2.8988321463564133,1.5532630963888174,0.7057890044247372,0.25813438706095704,-0.9812716259394563,3.405442633156012,0.03095955070507528,-0.5046047330901138,0.880284856736872,873775,-2158397,248571.56286367727,297284.4287121934
1,3,300.3003003003003,motorcycle,30.34475149632923,24.958500242631516,-3.2495097784131075,0.7727802828541349,2.8884308762495325,2.9109017706848266,1.5532630963888174,0.7057890044247372,0.38008565421124135,-0.895308327217061,3.339488114359773,0.06574419837772894,-0.5922150317495074,0.7715720714821974,827963,-2157571,250583.54772686842,299043.68476660247
1,4,400.40040040040043,motorcycle,30.01190139583555,25.04613169451147,-3.1778971530985225,0.7049369743563966,2.898994115481278,2.9219003310397276,1.5532630963888174,0.7057890044247372,0.5494816821151142,-0.7854066306269245,3.25418294897101,0.0791188227464733,-0.7220662180829511,0.6304078609251138,783095,-2156602,252546.78492718795,300790.4261625749
1,5,500.5005005005005,motorcycle,29.69139280665918,25.128722094469463,-3.0816563554063463,0.6535139564264488,2.909538724352309,2.9305521370013023,1.5532630963888174,0.7057890044247372,0.7348941816434031,-0.6631268629891078,3.149349024340458,0.07271249511798328,-0.8676999945812209,0.47634379814882777,739660,-2155539,254431.0903263098,302491.84935094835
1,6,600.6006006006006,motorcycle,29.388901487841228,25.205692989631014,-2.970038758084899,0.6186515797442576,2.919227470040393,2.9336871532952813,1.5532630963888174,0.7057890044247372,0.8927847721452522,-0.5323624752032045,3.03334782720361,0.05158450199130549,-0.988208854566685,0.3223627058686118,698379,-2154426,256201.98264724738,304112.0089897725
1,7,700.7007007007007,motorcycle,29.11122009712035,25.27632537717134,-2.8590318523585845,0.6008686528853796,2.9256506667912205,2.927312690559575,1.5532630963888174,0.7057890044247372,0.9783256746802408,-0.39200206265500154,2.921377513536838,0.025684513282689836,-1.0395974052676547,0.1732742849504337,660137,-2153322,257818.561494541,305607.296870057
1,8,800.8008008008009,motorcycle,28.8648407891076,25.34078938915331,-2.7670140579740194,0.5996625276496983,2.92387972422216,2.914239384566887,1.5532630963888174,0.7057890044247372,0.9554941476206192,-0.24513882595694447,2.8312213045141443,0.012160138087286776,-0.9858880332177333,0.03296810711691217,625707,-2152306,259239.96067851217,306930.44509167597
1,9,900.900900900901,motorcycle,28.609492369951475,25.41140023740908,-2.702934526358388,0.611807022808625,2.9181409151528,2.9143130546793397,1.5532630963888174,0.7057890044247372,0.8344972596909105,-0.10452598183037842,2.771309670947847,0.002365301065321068,-0.8369129231702316,-0.08299467657567902,589278,-2151245,260693.16666256136,308286.576113553
1,10,1001.001001001001,motorcycle,28.357831122411728,25.486376787434452,-2.658237424714405,0.6370946362059089,2.9175544024603206,2.9117668305920543,1.5532630963888174,0.7057890044247372,0.685503571097426,0.032630349173405626,2.7333458826229458,-0.030595221568070596,-0.6611221785372371,-0.18411233179958278,552440,-2150215,262098.8095853756,309598.1999578541
1,11,1101.101101101101,motorcycle,28.101026544874333,25.562700059283788,-2.63357766400716,0.6795785176661503,2.9197231173113405,2.895208584916631,1.5532630963888174,0.7057890044247372,0.5162457288790792,0.183631292924688,2.7185665438261486,-0.08339197095573647,-0.4631826391197442,-0.2927318690288999,514591,-2149087,263521.3220816647,310942.2456662429
1,12,1201.2012012012012,motorcycle,27.848178939395282,25.637895087810442,-2.624627186403702,0.7395741174665493,2.910620034361378,2.869617917699063,1.5532630963888174,0.7057890044247372,0.3511580999541054,0.3444235041784509,2.724234687135666,-0.11909287234204191,-0.26298586370482024,-0.415665727340336,477042,-2147903,264908.86897729407,312269.72411948955
1,13,1301.3013013013015,motorcycle,27.58329990784812,25.727651526327314,-2.628982967031843,0.8159665197406659,2.8956491174894494,2.840737962142774,1.5532630963888174,0.7057890044247372,0.19814032351747707,0.5067711904659803,2.748536351829987,-0.15132985478865546,-0.06879351079379248,-0.5397629851727346,436075,-2146751,266310.7894742214,313601.1102831445
1,14,1401.4014014014015,motorcycle,27.31328921703394,25.827900074568536,-2.6337553707355585,0.9040292528880456,2.876303882659776,2.805873013463801,1.5532630963888174,0.7057890044247372,0.10271333114887357,0.6515617628271027,2.7786438305040138,-0.1818645269361241,0.07171154840868972,-0.655698263684515,392946,-2145621,267690.2310336918,314909.88308553025
1,15,1501.5015015015015,motorcycle,27.038639538936057,25.93452164563191,-2.6314008940404863,0.9983164572141806,2.850473544111031,2.763063562583028,1.5532630963888174,0.7057890044247372,0.07195584419213555,0.7643377943403282,2.8072213401863,-0.20103422868848908,0.1504554392916015,-0.7528300393568338,348208,-2144444,269053.63997569203,316215.1819753591
1,16,1601.6016016016017,motorcycle,26.76202970936209,26.04710586865909,-2.61561629587397,1.0893854940717311,2.811120953910848,2.719878381554249,1.5532630963888174,0.7057890044247372,0.10525505825307756,0.8208287657124014,2.827577566754942,-0.18169883301655854,0.16679045995819258,-0.8105673521526374,302216,-2143233,270381.68227403203,317499.3308971892
1,17,1701.7017017017017,motorcycle,26.483652592744967,26.176219434586816,-2.5878386781781466,1.1683471035619342,2.771874403719917,2.684532307579425,1.5532630963888174,0.7057890044247372,0.17214767212020954,0.8084003223868247,2.8351617528050133,-0.1542783656511263,0.13160215174612194,-0.8159820928839798,253728,-2142138,271627.9981499174,318695.2323076138
